index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year,frpm_simulado,profes_simulado,Tasa_Participacion,Puntaje_Global,Categoria_Rendimiento,Radio_Alumno_Profesor,Excepcion_Positiva,Es_Alta_Vulnerabilidad,porcentaje_eligibilidad_comidas_gratuitas,NumTeachers,Nivel_Vulnerabilidad
139,7100740731380,S,CLAYTON VALLEY CHARTER HIGH,CONTRA COSTA COUNTY OFFICE OF EDUCATION,CONTRA COSTA,465,266,508.0,505.0,501.0,141.0,53.01,1516,0.4492787128509847,18,57.204301075268816,1514.0,Rendimiento Medio,4.23,0,0,0.12,110,Baja
140,7616300000000,D,,ACALANES UNION HIGH,CONTRA COSTA,1319,928,590.0,598.0,590.0,782.0,84.27,1516,0.5359817016461726,0,70.35633055344958,1778.0,Alto Rendimiento,18.32,0,0,0.44,72,Media
142,7616300730283,S,ACALANES HIGH,ACALANES UNION HIGH,CONTRA COSTA,347,231,584.0,602.0,587.0,198.0,85.71,1516,0.2255239988953131,13,66.57060518731988,1773.0,Alto Rendimiento,2.94,0,0,0.2,118,Baja
143,7616300731125,S,CAMPOLINDO HIGH,ACALANES UNION HIGH,CONTRA COSTA,303,248,602.0,607.0,611.0,223.0,89.92,1516,0.1720004299807139,10,81.84818481848185,1820.0,Alto Rendimiento,4.33,0,0,0.19,70,Baja
144,7616300733725,S,LAS LOMAS HIGH,ACALANES UNION HIGH,CONTRA COSTA,359,233,575.0,577.0,553.0,180.0,77.25,1516,0.5954872878846462,11,64.9025069637883,1705.0,Alto Rendimiento,2.43,0,1,0.25,148,Baja
145,7616300734244,S,MIRAMONTE HIGH,ACALANES UNION HIGH,CONTRA COSTA,275,214,599.0,610.0,609.0,180.0,84.11,1516,0.3700491867534287,12,77.81818181818181,1818.0,Alto Rendimiento,3.4,0,0,0.39,81,Media
146,7616480000000,D,,ANTIOCH UNIFIED,CONTRA COSTA,1580,413,473.0,458.0,453.0,131.0,31.72,1516,0.4739493136338591,0,26.139240506329116,1384.0,Bajo Rendimiento / Riesgo,11.97,0,0,0.09,132,Baja
147,7616480117218,S,DOZIER-LIBBEY MEDICAL HIGH,ANTIOCH UNIFIED,CONTRA COSTA,139,81,499.0,470.0,488.0,41.0,50.62,1516,0.5059994838152919,4,58.27338129496403,1457.0,Rendimiento Medio,2.67,0,0,0.12,52,Baja
150,7616480730465,S,DEER VALLEY HIGH,ANTIOCH UNIFIED,CONTRA COSTA,646,220,473.0,467.0,452.0,68.0,30.91,1516,0.4372680461249407,35,34.05572755417957,1392.0,Bajo Rendimiento / Riesgo,4.46,0,0,0.26,145,Baja
151,7616480730861,S,ANTIOCH HIGH,ANTIOCH UNIFIED,CONTRA COSTA,343,111,451.0,432.0,431.0,22.0,19.82,1516,0.6788857969801341,17,32.36151603498542,1314.0,Bajo Rendimiento / Riesgo,2.72,0,1,0.37,126,Media
154,7616970000000,D,,JOHN SWETT UNIFIED,CONTRA COSTA,151,37,508.0,499.0,475.0,19.0,51.35,1516,0.4923297920517455,0,24.503311258278146,1482.0,Rendimiento Medio,1.03,0,0,0.35,147,Media
155,7616970737023,S,JOHN SWETT HIGH,JOHN SWETT UNIFIED,CONTRA COSTA,135,37,508.0,499.0,475.0,19.0,51.35,1516,0.203885936880155,5,27.40740740740741,1482.0,Rendimiento Medio,1.99,0,0,0.19,68,Baja
156,7617210000000,D,,LIBERTY UNION HIGH,CONTRA COSTA,2116,816,496.0,490.0,484.0,367.0,44.98,1516,0.5029181858372144,0,38.56332703213611,1470.0,Rendimiento Medio,44.08,0,0,0.37,48,Media
157,7617210107797,S,HERITAGE HIGH,LIBERTY UNION HIGH,CONTRA COSTA,596,339,511.0,507.0,500.0,178.0,52.51,1516,0.3528260170396375,22,56.87919463087249,1518.0,Rendimiento Medio,11.25,0,0,0.39,53,Media
158,7617210730457,S,FREEDOM HIGH,LIBERTY UNION HIGH,CONTRA COSTA,576,223,474.0,469.0,461.0,71.0,31.84,1516,0.262854901077803,30,38.71527777777778,1404.0,Bajo Rendimiento / Riesgo,4.57,0,0,0.17,126,Baja
160,7617210733980,S,LIBERTY HIGH,LIBERTY UNION HIGH,CONTRA COSTA,630,251,494.0,486.0,482.0,116.0,46.22,1516,0.7156842656950918,33,39.84126984126984,1462.0,Rendimiento Medio,6.18,0,1,0.29,102,Baja
161,7617390000000,D,,MARTINEZ UNIFIED,CONTRA COSTA,333,137,513.0,527.0,496.0,80.0,58.39,1516,0.7266861971449129,0,41.14114114114114,1536.0,Rendimiento Medio,5.37,0,1,0.21,62,Baja
163,7617390730549,S,ALHAMBRA SENIOR HIGH,MARTINEZ UNIFIED,CONTRA COSTA,265,136,512.0,527.0,496.0,79.0,58.09,1516,0.7600224131314024,9,51.320754716981135,1535.0,Rendimiento Medio,4.21,0,1,0.39,63,Media
164,7617540000000,D,,MT. DIABLO UNIFIED,CONTRA COSTA,2030,644,511.0,520.0,503.0,348.0,54.04,1516,0.5835704639495868,0,31.724137931034484,1534.0,Rendimiento Medio,42.29,0,1,0.09,48,Baja
165,7617540730044,S,NORTHGATE HIGH,MT. DIABLO UNIFIED,CONTRA COSTA,382,144,570.0,591.0,570.0,117.0,81.25,1516,0.7125704538293801,19,37.696335078534034,1731.0,Alto Rendimiento,3.35,0,1,0.17,114,Baja
168,7617540731646,S,COLLEGE PARK HIGH,MT. DIABLO UNIFIED,CONTRA COSTA,424,212,539.0,555.0,527.0,141.0,66.51,1516,0.5275395693409555,24,50.0,1621.0,Alto Rendimiento,2.85,0,0,0.36,149,Media
169,7617540731836,S,CONCORD HIGH,MT. DIABLO UNIFIED,CONTRA COSTA,315,128,489.0,491.0,475.0,53.0,41.41,1516,0.7152081086148437,10,40.63492063492063,1455.0,Rendimiento Medio,9.84,0,1,0.36,32,Media
170,7617540734566,S,MT. DIABLO HIGH,MT. DIABLO UNIFIED,CONTRA COSTA,280,92,433.0,427.0,430.0,21.0,22.83,1516,0.7772639099464452,18,32.857142857142854,1290.0,Bajo Rendimiento / Riesgo,3.33,0,1,0.19,84,Baja
172,7617540737809,S,YGNACIO VALLEY HIGH,MT. DIABLO UNIFIED,CONTRA COSTA,201,63,439.0,435.0,430.0,12.0,19.05,1516,0.2270363471693737,7,31.343283582089555,1304.0,Bajo Rendimiento / Riesgo,1.57,0,0,0.12,128,Baja
173,7617880000000,D,,PITTSBURG UNIFIED,CONTRA COSTA,676,257,451.0,437.0,439.0,60.0,23.35,1516,0.3795550153046121,0,38.01775147928994,1327.0,Bajo Rendimiento / Riesgo,14.08,0,0,0.29,48,Baja
174,7617880735407,S,PITTSBURG SENIOR HIGH,PITTSBURG UNIFIED,CONTRA COSTA,559,257,451.0,437.0,439.0,60.0,23.35,1516,0.3095546137793591,32,45.97495527728086,1327.0,Bajo Rendimiento / Riesgo,8.6,0,0,0.35,65,Media
175,7617960000000,D,,WEST CONTRA COSTA UNIFIED,CONTRA COSTA,2170,1688,396.0,402.0,396.0,279.0,16.53,1516,0.5028797319900318,0,77.78801843317973,1194.0,Bajo Rendimiento / Riesgo,18.24,0,0,0.19,119,Baja
176,7617960101477,S,LEADERSHIP PUBLIC SCHOOLS: RICHMOND,WEST CONTRA COSTA UNIFIED,CONTRA COSTA,115,116,373.0,413.0,391.0,5.0,4.31,1516,0.4489754520383794,4,100.0,1177.0,Bajo Rendimiento / Riesgo,1.07,0,0,0.18,107,Baja
178,7617960730291,S,MIDDLE COLLEGE HIGH,WEST CONTRA COSTA UNIFIED,CONTRA COSTA,62,62,491.0,510.0,508.0,30.0,48.39,1516,0.7525114082794404,3,100.0,1509.0,Rendimiento Medio,0.75,0,1,0.36,83,Media
179,7617960730325,S,VISTA HIGH (ALTERNATIVE),WEST CONTRA COSTA UNIFIED,CONTRA COSTA,66,38,397.0,368.0,388.0,3.0,7.89,1516,0.1548664913718334,2,57.57575757575758,1153.0,Bajo Rendimiento / Riesgo,0.64,0,0,0.47,103,Media
180,7617960730598,S,HERCULES HIGH,WEST CONTRA COSTA UNIFIED,CONTRA COSTA,247,236,430.0,434.0,434.0,68.0,28.81,1516,0.507523111804296,11,95.54655870445345,1298.0,Bajo Rendimiento / Riesgo,2.11,0,0,0.38,117,Media
181,7617960732164,S,DE ANZA HIGH,WEST CONTRA COSTA UNIFIED,CONTRA COSTA,316,250,379.0,376.0,384.0,30.0,12.0,1516,0.4421877022041452,18,79.11392405063292,1139.0,Bajo Rendimiento / Riesgo,3.26,0,0,0.18,97,Baja
182,7617960732941,S,EL CERRITO HIGH,WEST CONTRA COSTA UNIFIED,CONTRA COSTA,328,278,441.0,462.0,438.0,96.0,34.53,1516,0.3054754673295111,14,84.7560975609756,1341.0,Bajo Rendimiento / Riesgo,13.12,0,0,0.18,25,Baja
184,7617960733659,S,JOHN F. KENNEDY HIGH,WEST CONTRA COSTA UNIFIED,CONTRA COSTA,175,128,349.0,352.0,345.0,5.0,3.91,1516,0.3863306199825395,6,73.14285714285714,1046.0,Bajo Rendimiento / Riesgo,3.5,0,0,0.18,50,Baja
185,7617960735316,S,PINOLE VALLEY HIGH,WEST CONTRA COSTA UNIFIED,CONTRA COSTA,278,253,413.0,408.0,405.0,32.0,12.65,1516,0.8100367927387634,13,91.00719424460432,1226.0,Bajo Rendimiento / Riesgo,2.9,0,1,0.18,96,Baja
186,7617960735902,S,RICHMOND HIGH,WEST CONTRA COSTA UNIFIED,CONTRA COSTA,343,265,360.0,358.0,355.0,10.0,3.77,1516,0.3762420524145286,12,77.25947521865889,1073.0,Bajo Rendimiento / Riesgo,6.6,0,0,0.11,52,Baja
187,7618040000000,D,,SAN RAMON VALLEY UNIFIED,CONTRA COSTA,2406,1608,585.0,615.0,584.0,1333.0,82.9,1516,0.5482756660414009,0,66.83291770573567,1784.0,Alto Rendimiento,23.36,0,0,0.35,103,Media
188,7618040113118,S,DOUGHERTY VALLEY HIGH,SAN RAMON VALLEY UNIFIED,CONTRA COSTA,596,520,612.0,653.0,621.0,462.0,88.85,1516,0.5131534352203563,28,87.24832214765101,1886.0,Alto Rendimiento,39.73,0,0,0.27,15,Baja
189,7618040730051,S,CALIFORNIA HIGH,SAN RAMON VALLEY UNIFIED,CONTRA COSTA,615,431,566.0,596.0,559.0,337.0,78.19,1516,0.6421132712266244,34,70.08130081300813,1721.0,Alto Rendimiento,5.21,0,1,0.4,118,Media
191,7618040734368,S,MONTE VISTA HIGH,SAN RAMON VALLEY UNIFIED,CONTRA COSTA,599,374,585.0,603.0,582.0,309.0,82.62,1516,0.8302474579046725,23,62.43739565943238,1770.0,Alto Rendimiento,7.58,0,1,0.16,79,Baja
192,7618040736504,S,SAN RAMON VALLEY HIGH,SAN RAMON VALLEY UNIFIED,CONTRA COSTA,504,271,563.0,589.0,560.0,216.0,79.7,1516,0.8237131064594778,18,53.76984126984127,1712.0,Alto Rendimiento,33.6,0,1,0.26,15,Baja
193,8000000000000,C,,,DEL NORTE,372,54,475.0,493.0,456.0,20.0,37.04,1516,0.0,0,14.516129032258066,1424.0,Rendimiento Medio,2.68,0,0,0.29,139,Baja
196,8618200000000,D,,DEL NORTE COUNTY UNIFIED,DEL NORTE,233,54,475.0,493.0,456.0,20.0,37.04,1516,0.5892926650547426,0,23.17596566523605,1424.0,Rendimiento Medio,3.15,0,1,0.07,74,Baja
197,8618200833004,S,DEL NORTE HIGH,DEL NORTE COUNTY UNIFIED,DEL NORTE,195,54,475.0,493.0,456.0,20.0,37.04,1516,0.4980739541246698,10,27.692307692307693,1424.0,Rendimiento Medio,5.0,0,0,0.37,39,Media
198,9000000000000,C,,,EL DORADO,2238,950,540.0,561.0,526.0,648.0,68.21,1516,0.0,0,42.44861483467381,1627.0,Alto Rendimiento,21.31,0,0,0.54,105,Media
201,9618530000000,D,,EL DORADO UNION HIGH,EL DORADO,1700,822,543.0,566.0,530.0,576.0,70.07,1516,0.4022568584152198,0,48.35294117647059,1639.0,Alto Rendimiento,26.56,0,0,0.26,64,Baja
202,9618530930081,S,OAK RIDGE HIGH,EL DORADO UNION HIGH,EL DORADO,559,389,552.0,583.0,544.0,291.0,74.81,1516,0.3493883460642273,26,69.58855098389982,1679.0,Alto Rendimiento,5.27,0,0,0.42,106,Media
203,9618530930164,S,UNION MINE HIGH,EL DORADO UNION HIGH,EL DORADO,262,106,512.0,530.0,502.0,65.0,61.32,1516,0.1758208631481729,8,40.458015267175576,1544.0,Alto Rendimiento,5.7,0,0,0.06,46,Baja
205,9618530932756,S,EL DORADO HIGH,EL DORADO UNION HIGH,EL DORADO,300,103,551.0,534.0,522.0,62.0,60.19,1516,0.501875316260203,15,34.333333333333336,1607.0,Alto Rendimiento,6.38,0,0,0.31,47,Baja
206,9618530936302,S,PONDEROSA HIGH,EL DORADO UNION HIGH,EL DORADO,429,221,541.0,570.0,524.0,156.0,70.59,1516,0.1860351258749925,25,51.51515151515152,1635.0,Alto Rendimiento,10.72,0,0,0.09,40,Baja
207,9619030000000,D,,LAKE TAHOE UNIFIED,EL DORADO,289,89,506.0,508.0,492.0,47.0,52.81,1516,0.3423923345484957,0,30.79584775086505,1506.0,Rendimiento Medio,5.16,0,0,0.69,56,Alta
208,9619030937805,S,SOUTH TAHOE HIGH,LAKE TAHOE UNIFIED,EL DORADO,228,89,506.0,508.0,492.0,47.0,52.81,1516,0.345052524965628,12,39.03508771929825,1506.0,Rendimiento Medio,3.04,0,0,0.08,75,Baja
209,9737830000000,D,,BLACK OAK MINE UNIFIED,EL DORADO,102,30,516.0,541.0,491.0,17.0,56.67,1516,0.6794633888224534,0,29.411764705882355,1548.0,Alto Rendimiento,1.85,0,1,0.08,55,Baja
210,9737830930073,S,GOLDEN SIERRA JUNIOR SENIOR HIGH,BLACK OAK MINE UNIFIED,EL DORADO,90,30,516.0,541.0,491.0,17.0,56.67,1516,0.7857861201766576,3,33.33333333333333,1548.0,Alto Rendimiento,0.62,0,1,0.22,144,Baja
211,10000000000000,C,,,FRESNO,14980,5992,449.0,452.0,441.0,1631.0,27.22,1516,0.0,0,40.0,1342.0,Bajo Rendimiento / Riesgo,132.57,0,0,0.03,113,Baja
216,10621170000000,D,,CLOVIS UNIFIED,FRESNO,3209,1556,502.0,509.0,490.0,740.0,47.56,1516,0.4796275719942553,0,48.48862574010595,1501.0,Rendimiento Medio,28.65,0,0,0.23,112,Baja
217,10621170113555,S,CLOVIS NORTH HIGH,CLOVIS UNIFIED,FRESNO,587,348,525.0,548.0,521.0,213.0,61.21,1516,0.8399553178774205,39,59.28449744463373,1594.0,Alto Rendimiento,13.04,0,1,0.2,45,Baja
219,10621171030196,S,CLOVIS WEST HIGH,CLOVIS UNIFIED,FRESNO,497,278,502.0,507.0,489.0,140.0,50.36,1516,0.6204948831841149,31,55.93561368209256,1498.0,Rendimiento Medio,3.85,0,1,0.47,129,Media
221,10621171030501,S,BUCHANAN HIGH,CLOVIS UNIFIED,FRESNO,665,352,515.0,524.0,500.0,191.0,54.26,1516,0.3163462807946797,39,52.93233082706767,1539.0,Alto Rendimiento,10.73,0,0,0.39,62,Media
222,10621171030683,S,CLOVIS EAST HIGH,CLOVIS UNIFIED,FRESNO,478,254,461.0,456.0,449.0,66.0,25.98,1516,0.6597514440283017,21,53.13807531380753,1366.0,Bajo Rendimiento / Riesgo,29.88,0,1,0.17,16,Baja
223,10621171031053,S,CLOVIS HIGH,CLOVIS UNIFIED,FRESNO,772,316,497.0,493.0,480.0,127.0,40.19,1516,0.4074481929034772,36,40.93264248704664,1470.0,Rendimiento Medio,6.71,0,0,0.16,115,Baja
224,10621250000000,D,,COALINGA-HURON UNIFIED,FRESNO,311,77,435.0,434.0,430.0,16.0,20.78,1516,0.5707969585695033,0,24.758842443729904,1299.0,Bajo Rendimiento / Riesgo,2.19,0,1,0.04,142,Baja
225,10621251031376,S,COALINGA HIGH,COALINGA-HURON UNIFIED,FRESNO,249,77,435.0,434.0,430.0,16.0,20.78,1516,0.5926140814155056,12,30.923694779116467,1299.0,Bajo Rendimiento / Riesgo,3.41,0,1,0.35,73,Media
226,10621580000000,D,,FOWLER UNIFIED,FRESNO,182,99,422.0,420.0,430.0,16.0,16.16,1516,0.5600142778615862,0,54.3956043956044,1272.0,Bajo Rendimiento / Riesgo,1.36,0,1,0.29,134,Baja
227,10621581032150,S,FOWLER HIGH,FOWLER UNIFIED,FRESNO,175,99,422.0,420.0,430.0,16.0,16.16,1516,0.5934707975326262,6,56.57142857142857,1272.0,Bajo Rendimiento / Riesgo,3.37,0,1,0.06,52,Baja
228,10621660000000,D,,FRESNO UNIFIED,FRESNO,4928,2207,429.0,431.0,420.0,458.0,20.75,1516,0.4868981960007889,0,44.7849025974026,1280.0,Bajo Rendimiento / Riesgo,40.73,0,0,0.13,121,Baja
229,10621660108555,S,DESIGN SCIENCE EARLY COLLEGE HIGH,FRESNO UNIFIED,FRESNO,52,53,469.0,503.0,451.0,18.0,33.96,1516,0.5250422788523309,2,100.0,1423.0,Rendimiento Medio,1.49,0,0,0.51,35,Media
231,10621660114553,S,UNIVERSITY HIGH,FRESNO UNIFIED,FRESNO,120,111,583.0,569.0,569.0,90.0,81.08,1516,0.7347117469124665,4,92.5,1721.0,Alto Rendimiento,2.14,0,1,0.33,56,Baja
232,10621661030279,S,BULLARD HIGH,FRESNO UNIFIED,FRESNO,612,317,471.0,459.0,453.0,97.0,30.6,1516,0.3745460454802151,34,51.79738562091504,1383.0,Bajo Rendimiento / Riesgo,25.5,0,0,0.43,24,Media
234,10621661030295,S,ERMA DUNCAN POLYTECHNICAL HIGH,FRESNO UNIFIED,FRESNO,209,98,402.0,406.0,395.0,7.0,7.14,1516,0.1785425990883347,13,46.889952153110045,1203.0,Bajo Rendimiento / Riesgo,1.42,0,0,0.33,147,Baja
236,10621661030675,S,SUNNYSIDE HIGH,FRESNO UNIFIED,FRESNO,676,449,399.0,404.0,393.0,47.0,10.47,1516,0.6242950532895977,23,66.42011834319527,1196.0,Bajo Rendimiento / Riesgo,14.38,0,1,0.12,47,Baja
238,10621661031897,S,EDISON HIGH,FRESNO UNIFIED,FRESNO,543,413,453.0,459.0,445.0,123.0,29.78,1516,0.5084651408094967,18,76.05893186003682,1357.0,Bajo Rendimiento / Riesgo,6.54,0,0,0.1,83,Baja
239,10621661032507,S,FRESNO HIGH,FRESNO UNIFIED,FRESNO,509,132,404.0,418.0,400.0,16.0,12.12,1516,0.3085470426385566,18,25.93320235756385,1222.0,Bajo Rendimiento / Riesgo,5.41,0,0,0.18,94,Baja
240,10621661032911,S,HERBERT HOOVER HIGH,FRESNO UNIFIED,FRESNO,361,202,422.0,432.0,407.0,37.0,18.32,1516,0.6016209532866149,20,55.95567867036011,1261.0,Bajo Rendimiento / Riesgo,3.14,0,1,0.08,115,Baja
241,10621661034214,S,MCLANE HIGH,FRESNO UNIFIED,FRESNO,407,172,377.0,386.0,372.0,4.0,2.33,1516,0.272056500303494,23,42.26044226044226,1135.0,Bajo Rendimiento / Riesgo,9.47,0,0,0.49,43,Media
242,10621661035831,S,ROOSEVELT HIGH,FRESNO UNIFIED,FRESNO,442,242,375.0,371.0,369.0,12.0,4.96,1516,0.6336564166717261,29,54.75113122171946,1115.0,Bajo Rendimiento / Riesgo,2.99,0,1,0.15,148,Baja
243,10622570000000,D,,KINGSBURG JOINT UNION HIGH,FRESNO,286,109,458.0,462.0,455.0,32.0,29.36,1516,0.716191453418405,0,38.111888111888106,1375.0,Bajo Rendimiento / Riesgo,4.27,0,1,0.17,67,Baja
245,10622571033695,S,KINGSBURG HIGH,KINGSBURG JOINT UNION HIGH,FRESNO,256,108,459.0,463.0,456.0,32.0,29.63,1516,0.8057109921157142,12,42.1875,1378.0,Bajo Rendimiento / Riesgo,1.86,0,1,0.39,138,Media
247,10622650000000,D,,KINGS CANYON JOINT UNIFIED,FRESNO,735,225,434.0,434.0,426.0,39.0,17.33,1516,0.4550997645412056,0,30.612244897959183,1294.0,Bajo Rendimiento / Riesgo,13.12,0,0,0.22,56,Baja
248,10622650108092,S,ORANGE COVE HIGH,KINGS CANYON JOINT UNIFIED,FRESNO,152,70,426.0,422.0,415.0,9.0,12.86,1516,0.3887464457351809,8,46.05263157894737,1263.0,Bajo Rendimiento / Riesgo,2.49,0,0,0.41,61,Media
252,10622651035310,S,REEDLEY HIGH,KINGS CANYON JOINT UNIFIED,FRESNO,395,144,439.0,440.0,431.0,29.0,20.14,1516,0.3305591394006089,26,36.45569620253165,1310.0,Bajo Rendimiento / Riesgo,15.8,0,0,0.13,25,Baja
255,10623640000000,D,,PARLIER UNIFIED,FRESNO,223,113,376.0,381.0,364.0,5.0,4.42,1516,0.4348666041569666,0,50.67264573991032,1121.0,Bajo Rendimiento / Riesgo,2.3,0,0,0.19,97,Baja
256,10623641034990,S,PARLIER HIGH,PARLIER UNIFIED,FRESNO,195,113,376.0,381.0,364.0,5.0,4.42,1516,0.722055540140851,10,57.94871794871796,1121.0,Bajo Rendimiento / Riesgo,1.59,0,1,0.19,123,Baja
259,10624140000000,D,,SANGER UNIFIED,FRESNO,785,358,441.0,454.0,437.0,77.0,21.51,1516,0.5346946079860554,0,45.60509554140128,1332.0,Bajo Rendimiento / Riesgo,19.15,0,0,0.44,41,Media
261,10624141030766,S,HALLMARK CHARTER,SANGER UNIFIED,FRESNO,34,21,479.0,515.0,481.0,10.0,47.62,1516,0.3192966036303162,1,61.76470588235294,1475.0,Rendimiento Medio,0.45,0,0,0.34,76,Media
263,10624141036094,S,SANGER HIGH,SANGER UNIFIED,FRESNO,665,336,439.0,450.0,434.0,67.0,19.94,1516,0.7780510305673287,28,50.526315789473685,1323.0,Bajo Rendimiento / Riesgo,4.59,0,1,0.1,145,Baja
264,10624300000000,D,,SELMA UNIFIED,FRESNO,452,166,455.0,450.0,451.0,49.0,29.52,1516,0.4904459221968442,0,36.72566371681416,1356.0,Bajo Rendimiento / Riesgo,3.86,0,0,0.12,117,Baja
266,10624301036672,S,SELMA HIGH,SELMA UNIFIED,FRESNO,385,166,455.0,450.0,451.0,49.0,29.52,1516,0.5931710200912875,13,43.11688311688312,1356.0,Bajo Rendimiento / Riesgo,6.64,0,1,0.44,58,Media
272,10738090000000,D,,FIREBAUGH-LAS DELTAS UNIFIED,FRESNO,179,86,406.0,383.0,409.0,7.0,8.14,1516,0.6172680437506183,0,48.04469273743017,1198.0,Bajo Rendimiento / Riesgo,1.67,0,1,0.15,107,Baja
273,10738091030121,S,FIREBAUGH HIGH,FIREBAUGH-LAS DELTAS UNIFIED,FRESNO,170,86,406.0,383.0,409.0,7.0,8.14,1516,0.777977181966804,6,50.588235294117645,1198.0,Bajo Rendimiento / Riesgo,3.86,0,1,0.25,44,Baja
274,10739650000000,D,,CENTRAL UNIFIED,FRESNO,1086,428,440.0,434.0,434.0,90.0,21.03,1516,0.5683674459584124,0,39.41068139963168,1308.0,Bajo Rendimiento / Riesgo,8.17,0,1,0.62,133,Media
276,10739651030626,S,CENTRAL HIGH EAST CAMPUS,CENTRAL UNIFIED,FRESNO,899,427,440.0,433.0,434.0,90.0,21.08,1516,0.6959128821003366,49,47.4972191323693,1307.0,Bajo Rendimiento / Riesgo,20.91,0,1,0.66,43,Media
277,10739990000000,D,,KERMAN UNIFIED,FRESNO,328,121,453.0,455.0,432.0,23.0,19.01,1516,0.5984655465856695,0,36.89024390243903,1340.0,Bajo Rendimiento / Riesgo,7.45,0,1,0.59,44,Media
278,10739991033430,S,KERMAN HIGH,KERMAN UNIFIED,FRESNO,301,121,453.0,455.0,432.0,23.0,19.01,1516,0.5994221523080014,17,40.19933554817276,1340.0,Bajo Rendimiento / Riesgo,2.55,0,1,0.25,118,Baja
279,10751270000000,D,,MENDOTA UNIFIED,FRESNO,204,72,394.0,403.0,396.0,6.0,8.33,1516,0.6121431772497504,0,35.294117647058826,1193.0,Bajo Rendimiento / Riesgo,1.65,0,1,0.37,124,Media
280,10751271030493,S,MENDOTA HIGH,MENDOTA UNIFIED,FRESNO,196,72,394.0,403.0,396.0,6.0,8.33,1516,0.2088979754965341,8,36.734693877551024,1193.0,Bajo Rendimiento / Riesgo,4.26,0,0,0.36,46,Media
281,10752340000000,D,,GOLDEN PLAINS UNIFIED,FRESNO,122,45,391.0,386.0,395.0,3.0,6.67,1516,0.3400449622319494,0,36.885245901639344,1172.0,Bajo Rendimiento / Riesgo,1.88,0,0,0.16,65,Baja
282,10752341037456,S,TRANQUILLITY HIGH,GOLDEN PLAINS UNIFIED,FRESNO,115,45,391.0,386.0,395.0,3.0,6.67,1516,0.2631400998662296,4,39.130434782608695,1172.0,Bajo Rendimiento / Riesgo,2.3,0,0,0.29,50,Baja
283,10752750000000,D,,SIERRA UNIFIED,FRESNO,128,45,538.0,521.0,518.0,28.0,62.22,1516,0.625032183514769,0,35.15625,1577.0,Alto Rendimiento,1.86,1,1,0.2,69,Baja
284,10752751036938,S,SIERRA HIGH,SIERRA UNIFIED,FRESNO,110,45,538.0,521.0,518.0,28.0,62.22,1516,0.7789879319689554,5,40.909090909090914,1577.0,Alto Rendimiento,2.2,0,1,0.25,50,Baja
285,10754080000000,D,,RIVERDALE JOINT UNIFIED,FRESNO,132,69,414.0,430.0,406.0,11.0,15.94,1516,0.6047322702820531,0,52.27272727272727,1250.0,Bajo Rendimiento / Riesgo,1.89,0,1,0.13,70,Baja
286,10754081035575,S,RIVERDALE HIGH,RIVERDALE JOINT UNIFIED,FRESNO,128,69,414.0,430.0,406.0,11.0,15.94,1516,0.5745003417617129,8,53.90625,1250.0,Bajo Rendimiento / Riesgo,2.56,0,1,0.09,50,Baja
287,10755980000000,D,,CARUTHERS UNIFIED,FRESNO,132,66,427.0,439.0,410.0,15.0,22.73,1516,0.4807589158175538,0,50.0,1276.0,Bajo Rendimiento / Riesgo,1.28,0,0,0.39,103,Media
288,10755981030535,S,CARUTHERS HIGH,CARUTHERS UNIFIED,FRESNO,127,66,427.0,439.0,410.0,15.0,22.73,1516,0.1564379361316407,5,51.96850393700787,1276.0,Bajo Rendimiento / Riesgo,1.67,0,0,0.22,76,Baja
289,10767780000000,D,,WASHINGTON UNIFIED,FRESNO,435,135,390.0,412.0,397.0,14.0,10.37,1516,0.4410611165814513,0,31.03448275862069,1199.0,Bajo Rendimiento / Riesgo,3.54,0,0,0.2,123,Baja
292,10767781038306,S,WASHINGTON HIGH,WASHINGTON UNIFIED,FRESNO,237,135,390.0,412.0,397.0,14.0,10.37,1516,0.153543108692353,9,56.9620253164557,1199.0,Bajo Rendimiento / Riesgo,2.35,0,0,0.34,101,Media
293,11000000000000,C,,,GLENN,542,108,449.0,454.0,447.0,29.0,26.85,1516,0.0,0,19.92619926199262,1350.0,Bajo Rendimiento / Riesgo,6.95,0,0,0.27,78,Baja
300,11626610000000,D,,WILLOWS UNIFIED,GLENN,102,25,444.0,435.0,438.0,7.0,28.0,1516,0.481584526319311,0,24.509803921568626,1317.0,Bajo Rendimiento / Riesgo,1.44,0,0,0.22,71,Baja
301,11626611132851,S,WILLOWS HIGH,WILLOWS UNIFIED,GLENN,85,25,444.0,435.0,438.0,7.0,28.0,1516,0.3069885166223918,3,29.411764705882355,1317.0,Bajo Rendimiento / Riesgo,0.67,0,0,0.15,127,Baja
302,11754810000000,D,,ORLAND JOINT UNIFIED,GLENN,188,46,438.0,457.0,440.0,10.0,21.74,1516,0.6125075055106248,0,24.46808510638298,1335.0,Bajo Rendimiento / Riesgo,2.24,0,1,0.26,84,Baja
303,11754811135656,S,ORLAND HIGH,ORLAND JOINT UNIFIED,GLENN,173,46,438.0,457.0,440.0,10.0,21.74,1516,0.6485254549432751,10,26.589595375722546,1335.0,Bajo Rendimiento / Riesgo,5.09,0,1,0.35,34,Media
